Epoch,Train Loss,Val Loss,L2 Loss,L2 Std,L2 Max Outlier
1074,0.0001137,0.0003955,4.338,8.36,74.95
1075,0.0001124,0.0003918,4.087,7.7,83.44
1076,0.0001151,0.0003988,4.709,9.384,83.44
1077,0.0001183,0.0003989,4.243,7.841,83.44
1078,0.0001154,0.0003998,4.041,7.628,77.78
1079,0.0001185,0.0003946,3.854,7.1,79.2
1080,0.0001149,0.0003983,4.31,8.649,82.02
1081,0.0001121,0.0003935,4.571,9.459,83.44
1082,0.0001138,0.0003939,4.211,7.859,76.37
1083,0.0001182,0.0003973,4.197,7.504,74.95
1084,0.0001165,0.0004,4.798,9.456,82.02
1085,0.0001136,0.0003949,4.172,8.134,80.61
1086,0.0001152,0.0003967,4.709,9.354,83.44
1087,0.0001177,0.0003975,3.985,6.645,69.3
1088,0.0001142,0.0003941,4.274,7.914,83.44
1089,0.0001176,0.0003965,4.2,7.964,83.44
1090,0.0001129,0.0003952,4.179,7.256,70.71
1091,0.0001117,0.0003986,4.094,7.609,66.47
1092,0.0001139,0.0004012,4.246,8.113,82.02
1093,0.0001148,0.0003921,4.179,7.462,80.61
1094,0.0001142,0.0003962,4.992,10.14,83.44
1095,0.0001141,0.0004013,4.179,7.561,82.02
1096,0.0001161,0.0003998,4.55,8.465,80.61
1097,0.0001159,0.0003971,4.253,7.694,83.44
1098,0.000111,0.0003955,4.43,9.15,84.85
1099,0.0001181,0.0003961,4.699,8.99,76.37
1100,0.0001129,0.000402,4.282,7.388,83.44
1101,0.0001154,0.0004013,4.377,7.696,77.78
1102,0.0001152,0.0003965,4.154,7.634,83.44
1103,0.0001149,0.0003958,4.274,7.753,67.88
1104,0.000116,0.000397,4.172,8.218,82.02
1105,0.0001157,0.0003944,4.048,7.449,82.02
1106,0.0001121,0.0003927,4.575,9.032,76.37
1107,0.0001176,0.0003948,4.646,9.455,82.02
1108,0.0001138,0.0004004,4.596,8.977,77.78
1109,0.0001166,0.0004015,4.557,9.031,83.44
1110,0.0001139,0.0003966,4.331,8.678,83.44
1111,0.0001127,0.0003994,3.734,5.087,52.33
1112,0.0001139,0.0003944,4.423,8.968,77.78
1113,0.0001145,0.0003969,4.685,9.632,82.02
1114,0.0001132,0.0003955,4.381,8.598,83.44
1115,0.0001166,0.0004028,4.062,7.447,69.3
1116,0.0001153,0.0003972,5.017,10.38,77.78
1117,0.000116,0.0003985,3.818,6.258,67.88
1118,0.0001174,0.0003969,4.144,7.656,83.44
1119,0.0001159,0.0003977,4.292,8.646,83.44
1120,0.0001154,0.0004005,3.889,6.329,66.47
1121,0.0001168,0.0003957,4.409,9.299,84.85
1122,0.0001159,0.0003992,4.801,9.927,79.2
1123,0.0001141,0.0003972,4.48,8.853,79.2
1124,0.0001177,0.0003984,4.833,9.219,83.44
1125,0.0001161,0.0003965,4.402,8.772,73.54
1126,0.0001167,0.0004057,4.745,9.127,76.37
1127,0.0001136,0.0004005,4.349,8.35,80.61
1128,0.0001169,0.0004024,4.755,9.141,76.37
1129,0.0001177,0.0004018,4.483,9.093,83.44
1130,0.0001172,0.0003992,4.561,9.499,83.44
1131,0.0001167,0.0003964,4.228,8.319,82.02
1132,0.0001122,0.0003985,4.133,7.548,82.02
1133,0.0001146,0.0003984,4.522,9.318,80.61
1134,0.0001173,0.0003984,4.617,8.48,73.54
1135,0.0001118,0.0003985,4.041,8.001,84.85
1136,0.0001158,0.000397,4.412,7.93,82.02
1137,0.0001157,0.0003957,3.437,5.68,67.88
1138,0.0001171,0.000394,4.469,8.843,83.44
1139,0.0001112,0.0003982,3.974,8.199,83.44
1140,0.0001135,0.0004034,4.564,9.268,83.44
1141,0.0001149,0.0003978,4.419,8.215,83.44
1142,0.0001123,0.0003995,3.504,5.216,52.33
1143,0.0001129,0.0003974,4.43,8.364,79.2
1144,0.0001193,0.0003974,4.48,8.799,77.78
1145,0.000115,0.0004006,4.147,8.562,83.44
1146,0.000117,0.0003959,4.667,9.7,83.44
1147,0.0001147,0.0004025,4.359,8.24,83.44
1148,0.0001118,0.0003982,4.678,8.608,79.2
1149,0.000114,0.0003998,4.31,8.329,83.44
1150,0.0001139,0.0003969,4.363,8.739,82.02
1151,0.0001115,0.0003948,4.441,8.044,83.44
1152,0.0001148,0.0003998,4.243,7.871,83.44
1153,0.0001134,0.0003986,4.692,8.859,77.78
1154,0.0001143,0.0004006,5.049,9.921,84.85
1155,0.0001178,0.0003985,4.731,10.23,86.27
1156,0.0001181,0.0003958,4.716,9.423,79.2
1157,0.000116,0.0003977,4.345,8.772,76.37
1158,0.0001135,0.0003979,3.882,7.046,77.78
1159,0.0001147,0.0003963,4.883,9.959,83.44
1160,0.0001182,0.0004011,4.313,8.439,76.37
1161,0.0001141,0.0004009,4.221,8.364,82.02
1162,0.000116,0.0003926,4.278,7.992,70.71
1163,0.0001161,0.0003926,4.437,9.139,83.44
1164,0.0001143,0.0004012,4.483,9.137,79.2
1165,0.0001161,0.0003949,4.84,9.581,73.54
1166,0.0001153,0.000393,4.274,8.409,82.02
1167,0.0001146,0.0004025,4.168,7.42,67.88
1168,0.0001162,0.0003975,4.016,7.627,70.71
1169,0.000113,0.0004011,4.352,8.465,77.78
1170,0.0001173,0.0003985,4.695,9.757,83.44
1171,0.0001199,0.000401,4.264,8.247,83.44
1172,0.0001154,0.0003947,4.564,9.035,82.02
1173,0.0001135,0.0004037,4.398,8.93,83.44
1174,0.0001176,0.0003935,4.681,9.334,77.78
1175,0.0001171,0.0004,4.172,7.135,70.71
1176,0.000109,0.0003977,4.451,8.241,80.61
1177,0.0001145,0.0003978,4.596,8.667,79.2
1178,0.0001171,0.0003998,4.462,8.239,74.95
1179,0.0001179,0.0003987,4.239,8.31,80.61
1180,0.0001138,0.0003971,4.363,8.35,77.78
1181,0.0001168,0.0003998,4.907,9.937,82.02
1182,0.0001165,0.0003904,4.416,8.287,70.71
1183,0.0001156,0.0003941,4.352,8.494,83.44
1184,0.0001148,0.0003983,4.596,9.195,83.44
1185,0.0001136,0.0004012,4.197,8.021,82.02
1186,0.0001112,0.0004036,4.663,9.133,77.78
1187,0.0001125,0.0003954,4.218,7.267,63.64
1188,0.0001124,0.000393,4.536,9.407,83.44
1189,0.0001145,0.0003959,4.352,8.246,74.95
1190,0.0001169,0.0004005,4.352,7.749,72.12
1191,0.0001179,0.0004055,4.289,8.088,76.37
1192,0.0001163,0.0003992,4.373,8.121,77.78
1193,0.0001168,0.0003953,4.54,10.1,80.61
1194,0.0001114,0.0003981,4.186,7.674,70.71
1195,0.0001174,0.0003956,4.055,7.434,74.95
1196,0.0001145,0.0004035,4.377,8.124,79.2
1197,0.0001148,0.0003935,3.903,7.649,83.44
1198,0.000115,0.0004002,4.352,7.24,66.47
1199,0.0001147,0.000397,4.511,8.772,76.37
1200,0.0001153,0.0003975,4.197,8.035,83.44
1201,0.0001154,0.0003986,4.013,7.406,80.61
1202,0.0001144,0.0003984,4.582,9.711,82.02
1203,0.0001133,0.000395,4.391,9.411,84.85
1204,0.0001163,0.0004024,4.122,7.567,74.95
1205,0.0001137,0.0004018,3.917,6.631,76.37
1206,0.0001148,0.0003991,4.469,8.299,83.44
1207,0.0001132,0.0003985,4.31,7.984,76.37
1208,0.0001161,0.0004023,4.239,7.163,60.81
1209,0.0001169,0.000404,4.031,6.815,77.78
1210,0.0001173,0.0003986,4.854,9.379,84.85
1211,0.0001185,0.0004025,4.872,9.239,83.44
1212,0.0001132,0.0003986,4.801,8.932,83.44
1213,0.0001164,0.0003987,3.985,6.508,73.54
1214,0.0001164,0.0003996,4.214,8.466,82.02
1215,0.0001175,0.0003982,4.282,8.476,76.37
1216,0.000118,0.0003987,4.324,8.513,83.44
1217,0.0001156,0.0003986,3.719,6.71,66.47
1218,0.0001179,0.0003989,4.299,8.464,83.44
1219,0.0001118,0.0004011,4.805,9.597,83.44
1220,0.0001166,0.0003989,4.366,8.983,77.78
1221,0.0001137,0.000394,4.381,8.752,82.02
1222,0.0001155,0.0004005,4.794,10.03,82.02
1223,0.0001153,0.0003971,4.426,9.112,83.44
1224,0.0001156,0.0004024,4.154,7.717,76.37
1225,0.0001149,0.0003947,4.706,9.293,83.44
1226,0.0001145,0.0003946,4.179,8.562,82.02
1227,0.0001186,0.0003962,4.409,8.289,76.37
1228,0.000113,0.0003916,4.197,8.605,83.44
1229,0.0001165,0.0004004,4.094,7.645,80.61
1230,0.0001142,0.0003973,4.158,8.179,82.02
1231,0.0001157,0.000396,4.61,9.074,73.54
1232,0.0001157,0.0003997,4.37,8.847,77.78
1233,0.0001122,0.0004,4.72,9.927,83.44
1234,0.0001151,0.0003967,4.423,8.481,79.2
1235,0.0001111,0.0003982,4.335,8.562,82.02
1236,0.0001112,0.0003975,4.557,8.672,79.2
1237,0.0001106,0.0004003,5.098,10.15,72.12
1238,0.0001183,0.0003997,4.656,8.693,77.78
1239,0.0001162,0.0004021,4.016,8.142,82.02
1240,0.0001146,0.0003999,4.805,9.72,80.61
1241,0.0001161,0.0003999,4.759,9.668,82.02
1242,0.000114,0.0004002,4.575,8.518,74.95
1243,0.0001153,0.0003927,4.723,9.94,83.44
1244,0.0001165,0.0003969,4.041,7.392,80.61
1245,0.0001175,0.0004016,4.381,8.866,83.44
1246,0.0001183,0.0003984,4.624,9.101,79.2
1247,0.0001163,0.0003987,4.607,8.681,73.54
1248,0.0001161,0.0003953,4.734,9.124,83.44
1249,0.0001136,0.0003958,4.144,8.133,87.68
1250,0.0001127,0.0003891,3.91,7.405,83.44
1251,0.0001166,0.0003995,4.617,9.171,82.02
1252,0.0001119,0.0004004,4.593,8.292,72.12
1253,0.000118,0.0004021,4.426,7.345,74.95
1254,0.0001123,0.0003961,4.561,9.249,79.2
1255,0.0001131,0.0003942,4.716,9.5,74.95
1256,0.000113,0.0004042,4.582,8.562,77.78
1257,0.0001182,0.0003998,3.893,6.493,82.02
1258,0.0001127,0.0003992,4.232,9.296,82.02
1259,0.0001133,0.0004022,4.593,8.339,82.02
1260,0.0001161,0.0003967,4.204,7.824,70.71
1261,0.0001181,0.0003942,4.19,8.014,82.02
1262,0.0001131,0.000397,4.55,8.998,76.37
1263,0.0001144,0.0003997,4.649,9.71,84.85
1264,0.0001184,0.0003997,4.26,7.42,79.2
1265,0.0001174,0.0004005,4.069,7.29,76.37
1266,0.0001121,0.0003949,4.458,8.282,82.02
1267,0.0001131,0.0003974,5.077,10.21,83.44
1268,0.0001151,0.0003973,4.851,9.591,76.37
1269,0.0001144,0.0004004,3.981,7.345,79.2
1270,0.0001199,0.0004054,4.204,7.732,79.2
1271,0.0001196,0.0003997,4.055,7.689,70.71
1272,0.0001126,0.000399,4.161,7.799,83.44
1273,0.0001127,0.0003983,3.924,7.799,72.12
1274,0.0001176,0.0003996,4.151,7.493,66.47
1275,0.0001153,0.0003992,4.646,9.169,73.54
1276,0.000117,0.0004008,4.384,7.512,62.23
1277,0.0001175,0.0003978,4.193,7.562,77.78
1278,0.0001147,0.000396,4.084,7.318,83.44
1279,0.0001148,0.0003988,4.547,8.527,67.88
1280,0.0001169,0.0003957,3.882,7.493,79.2
1281,0.0001097,0.0003937,4.32,7.539,77.78
1282,0.0001131,0.0004004,4.639,9.298,82.02
1283,0.0001134,0.0003973,4.518,9.075,84.85
1284,0.0001134,0.0003973,4.434,8.691,83.44
1285,0.0001134,0.0004035,4.377,7.525,74.95
1286,0.0001121,0.0003991,4.306,8.771,83.44
1287,0.0001178,0.0004,4.356,8.882,77.78
1288,0.0001116,0.0003973,4.706,10.01,80.61
1289,0.0001144,0.0003971,4.197,7.291,76.37
1290,0.0001178,0.0003957,4.366,8.544,82.02
1291,0.0001136,0.0003961,3.949,7.909,83.44
1292,0.000111,0.0004033,4.402,8.187,84.85
1293,0.0001127,0.0003996,4.038,7.665,77.78
1294,0.0001165,0.000398,4.861,10.16,80.61
1295,0.0001109,0.0004008,4.055,6.961,66.47
1296,0.0001145,0.0004074,4.398,7.798,79.2
1297,0.0001149,0.0003971,4.363,8.41,83.44
1298,0.0001147,0.0003978,4.586,9.061,82.02
1299,0.0001138,0.0003987,4.444,8.352,77.78
1300,0.0001125,0.0003973,4.006,8.297,83.44
1301,0.0001125,0.0003993,5.024,11.12,84.85
1302,0.0001139,0.0004002,4.529,9.341,83.44
1303,0.0001119,0.0003981,3.924,6.698,79.2
1304,0.0001153,0.0003994,4.313,8.291,73.54
1305,0.000116,0.0003973,4.607,9.306,76.37
1306,0.0001155,0.0003985,4.434,9.112,84.85
1307,0.0001142,0.0003975,4.547,8.201,82.02
1308,0.0001148,0.0003946,4.158,7.859,83.44
1309,0.0001169,0.000402,4.373,8.255,83.44
1310,0.000119,0.0004039,4.525,8.763,70.71
1311,0.0001137,0.0003974,4.451,9.001,83.44
1312,0.0001126,0.0003917,4.366,8.471,79.2
1313,0.0001199,0.0003956,4.352,8.606,79.2
1314,0.0001162,0.0003952,4.603,9.469,82.02
1315,0.0001148,0.000397,4.716,9.366,83.44
1316,0.0001156,0.000403,4.356,8.544,74.95
1317,0.0001135,0.0003928,4.26,8.385,79.2
1318,0.000119,0.000399,4.419,8.373,84.85
1319,0.0001147,0.0003993,4.37,8.514,69.3
1320,0.0001115,0.0004008,4.932,9.69,77.78
1321,0.000114,0.0003988,4.593,9.618,80.61
1322,0.000114,0.0003994,4.755,9.277,72.12
1323,0.0001169,0.0004013,4.49,8.921,76.37
1324,0.000115,0.0004035,4.561,9.141,79.2
1325,0.0001148,0.0003995,4.536,8.839,77.78
1326,0.000115,0.0003996,4.607,9.098,72.12
1327,0.0001151,0.0003975,4.384,8.747,79.2
1328,0.0001153,0.0003937,4.289,9.137,83.44
1329,0.0001159,0.0003999,4.593,9.338,77.78
1330,0.0001146,0.0004021,4.186,7.532,83.44
1331,0.0001117,0.0003934,4.561,9.312,77.78
1332,0.0001148,0.0003975,3.896,6.672,77.78
1333,0.0001158,0.0003958,4.338,9.175,82.02
1334,0.0001172,0.0003954,4.059,7.25,83.44
1335,0.0001149,0.0003965,4.617,9.025,80.61
1336,0.0001159,0.0003971,4.274,7.601,83.44
1337,0.0001156,0.0003946,4.787,9.785,76.37
1338,0.0001119,0.0003996,4.681,8.604,70.71
1339,0.0001159,0.0004002,4.193,8.289,82.02
1340,0.0001143,0.0003972,4.67,9.235,82.02
1341,0.0001168,0.0003975,4.416,8.711,83.44
1342,0.000117,0.000399,4.621,8.929,77.78
1343,0.0001131,0.0003938,4.168,8.181,76.37
1344,0.0001134,0.0003935,4.381,7.846,79.2
1345,0.0001121,0.0003944,4.239,8.082,83.44
1346,0.0001122,0.0003954,4.094,7.644,76.37
1347,0.0001137,0.0003992,4.564,9.495,80.61
1348,0.0001169,0.0003907,4.243,8.302,83.44
1349,0.0001165,0.0003943,4.292,7.588,73.54
1350,0.0001148,0.0003945,4.327,8.412,76.37
1351,0.0001177,0.0004005,4.232,7.531,74.95
1352,0.0001157,0.0003973,4.338,8.095,76.37
1353,0.000116,0.0004,4.66,8.499,67.88
1354,0.0001151,0.0003972,4.31,8.296,82.02
1355,0.0001174,0.0003961,4.342,8.93,74.95
1356,0.0001186,0.0003948,4.483,8.75,80.61
1357,0.0001139,0.000401,4.381,8.982,84.85
1358,0.0001156,0.0004014,4.183,7.582,74.95
1359,0.0001163,0.000394,3.907,7.803,83.44
1360,0.0001159,0.0003996,4.582,8.152,69.3
1361,0.0001163,0.0003933,4.356,8.191,82.02
1362,0.0001175,0.0003945,4.013,6.95,79.2
1363,0.0001153,0.0003912,4.377,8.535,80.61
1364,0.0001168,0.000399,4.342,8.229,80.61
1365,0.0001172,0.0003926,4.451,8.813,83.44
1366,0.000112,0.0003944,4.331,8.744,83.44
1367,0.0001119,0.0003948,4.211,7.165,77.78
1368,0.0001146,0.0003932,3.985,7.091,77.78
1369,0.0001142,0.0004004,4.582,8.514,77.78
1370,0.0001165,0.0003976,4.617,9.331,76.37
1371,0.0001165,0.0003996,4.441,9,83.44
1372,0.0001156,0.0004019,4.232,8.019,83.44
1373,0.0001135,0.0003995,4.656,9.029,76.37
1374,0.0001164,0.0003963,4.455,8.273,80.61
1375,0.0001167,0.0003936,4.723,9.425,80.61
1376,0.0001143,0.0003965,4.405,8.753,76.37
1377,0.0001155,0.0003961,4.373,8.247,74.95
1378,0.0001165,0.0003984,4.395,8.163,74.95
1379,0.0001142,0.0004063,4.946,10.08,82.02
1380,0.000112,0.0003882,4.19,8.149,76.37
1381,0.0001167,0.0004009,4.444,8.424,72.12
1382,0.0001166,0.000398,4.267,8.168,84.85
1383,0.0001144,0.0004041,4.589,9.127,80.61
1384,0.000115,0.0003968,4.356,8.197,83.44
1385,0.0001142,0.0003985,4.122,8.105,82.02
1386,0.0001175,0.0003986,4.211,7.722,70.71
1387,0.0001156,0.0003946,4.345,8.748,83.44
1388,0.0001107,0.0004008,4.278,8.346,80.61
1389,0.0001146,0.0003962,4.14,7.765,67.88
1390,0.0001135,0.0003964,4.731,9.148,77.78
1391,0.0001125,0.0004019,4.812,9.302,84.85
1392,0.0001116,0.0003955,4.628,9.484,83.44
1393,0.0001142,0.0003927,3.977,7.632,82.02
1394,0.0001165,0.0004028,4.091,7.496,72.12
1395,0.0001153,0.0003989,4.603,9.712,79.2
1396,0.0001159,0.0004031,4.151,6.975,66.47
1397,0.0001171,0.0003982,4.306,7.683,69.3
1398,0.0001179,0.000396,4.193,8.284,83.44
1399,0.0001183,0.0003973,4.593,9.149,83.44
1400,0.0001179,0.0004008,3.928,7.068,70.71
1401,0.0001158,0.0003943,4.257,8.257,82.02
1402,0.0001171,0.0003969,4.656,9.738,83.44
1403,0.0001138,0.0003985,4.444,8.683,77.78
1404,0.0001163,0.0003967,3.73,6.112,79.2
1405,0.0001134,0.000395,4.448,8.882,82.02
1406,0.0001156,0.000398,4.165,7.473,83.44
1407,0.000119,0.0004056,4.847,9.712,83.44
1408,0.0001116,0.0004019,4.253,8.457,79.2
1409,0.0001153,0.0003991,3.988,7.49,73.54
1410,0.0001132,0.0003985,4.536,9.116,80.61
1411,0.0001153,0.0003944,4.112,8.23,83.44
1412,0.0001134,0.0003995,4.183,6.979,76.37
1413,0.0001164,0.0003984,4.338,9.045,79.2
1414,0.0001159,0.0004028,4.289,8.612,79.2
1415,0.0001119,0.0004013,4.564,7.973,77.78
1416,0.0001138,0.0004025,3.871,6.778,72.12
1417,0.0001145,0.0003973,4.313,8.667,84.85
1418,0.0001148,0.000397,4.426,9.149,84.85
1419,0.0001165,0.0004009,4.642,7.819,57.98
1420,0.0001173,0.0003988,5.317,10.9,83.44
1421,0.0001168,0.0003966,4.755,9.75,77.78
1422,0.000114,0.0003987,4.653,9.032,73.54
1423,0.0001146,0.0003913,4.356,7.897,70.71
1424,0.0001161,0.0003934,4.508,8.553,82.02
1425,0.0001123,0.0003969,4.674,9.057,77.78
1426,0.0001152,0.0003985,4.55,8.578,77.78
1427,0.0001116,0.0003956,4.009,7.078,80.61
1428,0.0001146,0.0003988,4.271,8.521,82.02
1429,0.0001133,0.0003974,4.232,8.219,84.85
1430,0.0001174,0.0004005,4.306,8.585,79.2
1431,0.0001143,0.0003926,4.547,8.92,83.44
1432,0.0001162,0.0003995,4.013,7.848,74.95
1433,0.0001155,0.0003997,4.179,7.808,82.02
1434,0.0001143,0.0003965,4.582,9.176,82.02
1435,0.0001177,0.0004011,4.628,8.525,83.44
1436,0.0001123,0.0004001,4.299,8.07,82.02
1437,0.0001117,0.0003965,4.041,8.402,83.44
1438,0.0001102,0.0003925,4.533,9,82.02
1439,0.0001128,0.000401,4.313,8.102,70.71
1440,0.0001135,0.0004,4.183,7.874,82.02
1441,0.0001184,0.0004029,4.554,9.247,83.44
1442,0.000112,0.000395,3.801,7.87,83.44
1443,0.0001119,0.0003939,4.31,9.217,82.02
1444,0.0001142,0.0003981,4.267,7.727,79.2
1445,0.0001158,0.0004016,4.511,8.627,73.54
1446,0.0001166,0.0003928,3.843,6.947,84.85
1447,0.0001119,0.0003997,4.501,9.183,83.44
1448,0.0001152,0.0004016,4.695,9.413,84.85
1449,0.0001169,0.0004015,4.632,8.989,76.37
1450,0.0001134,0.0003994,4.773,9.694,77.78
1451,0.0001151,0.000404,4.624,8.685,79.2
1452,0.0001124,0.0003997,4.388,9.043,83.44
1453,0.0001151,0.0003989,3.847,6.786,83.44
1454,0.0001149,0.0003994,4.175,7.727,72.12
1455,0.0001123,0.0004019,4.165,6.995,53.74
1456,0.000114,0.0004018,4.356,8.505,79.2
1457,0.0001123,0.0003963,4.727,9.16,74.95
1458,0.0001146,0.0003969,3.893,6.647,82.02
1459,0.0001158,0.0003938,4.543,8.637,84.85
1460,0.0001188,0.0003998,4.861,9.546,82.02
1461,0.0001144,0.0003992,4.487,8.779,72.12
1462,0.0001122,0.0003999,4.529,8.634,77.78
1463,0.0001153,0.0003969,4.172,8.121,73.54
1464,0.0001129,0.0003966,4.667,9.638,76.37
1465,0.0001173,0.0003933,4.221,8.811,80.61
1466,0.0001157,0.0003975,4.568,8.538,82.02
1467,0.0001143,0.0003979,4.197,7.123,63.64
1468,0.0001135,0.0003959,4.32,9.074,82.02
1469,0.0001136,0.0003978,4.426,8.719,76.37
1470,0.000115,0.0003976,4.826,9.076,76.37
1471,0.0001166,0.0004009,4.045,7.876,72.12
1472,0.0001138,0.0003974,4.133,8.018,84.85
1473,0.0001108,0.0003972,4.147,7.278,77.78
1474,0.0001178,0.0003981,4.405,8.816,83.44
1475,0.000115,0.000399,4.232,8.583,84.85
1476,0.000118,0.0003973,4.112,8.297,82.02
1477,0.0001133,0.0003991,4.045,6.875,76.37
1478,0.0001145,0.0004007,4.253,7.575,80.61
1479,0.0001148,0.0003941,4.656,9.128,82.02
1480,0.0001148,0.0004034,4.596,8.877,76.37
1481,0.0001139,0.0003963,4.589,8.681,79.2
1482,0.0001132,0.0004018,4.582,9.387,82.02
1483,0.0001145,0.000398,4.373,8.293,80.61
1484,0.0001164,0.0003979,4.589,9.077,83.44
1485,0.0001159,0.0004001,4.819,9.985,83.44
1486,0.0001149,0.0003989,3.79,6.407,74.95
1487,0.0001124,0.0003973,4.183,8.385,80.61
1488,0.0001161,0.0003986,4.352,8.422,84.85
1489,0.0001113,0.0003979,4.349,7.363,57.98
1490,0.0001132,0.0003961,4.366,8.336,76.37
1491,0.0001173,0.0003976,4.034,7.059,83.44
1492,0.0001141,0.0003984,4.543,9.029,83.44
1493,0.0001189,0.0003973,4.179,7.907,82.02
1494,0.0001134,0.0003987,4.084,6.878,65.05
1495,0.0001128,0.0003985,4.253,8.047,73.54
1496,0.0001143,0.000396,4.292,7.836,65.05
1497,0.0001153,0.0003993,4.465,8.288,83.44
1498,0.0001125,0.0003971,4.688,9.258,83.44
1499,0.0001173,0.0004003,4.119,7.794,76.37
1500,0.0001158,0.0003924,4.19,7.282,74.95
1501,0.0001154,0.0004025,3.903,6.764,76.37
1502,0.0001109,0.0003986,4.038,7.537,83.44
1503,0.0001103,0.000397,4.342,8.652,76.37
1504,0.0001178,0.0003964,4.533,8.964,84.85
1505,0.0001149,0.0004002,4.243,8.578,77.78
1506,0.0001137,0.000395,4.876,9.847,82.02
1507,0.000112,0.0003961,4.2,8.249,83.44
1508,0.0001158,0.0003959,4.098,7.678,80.61
1509,0.000117,0.0004036,4.819,9.31,79.2
1510,0.0001137,0.000395,4.073,7.795,82.02
1511,0.0001146,0.0003971,4.214,8.552,80.61
1512,0.000118,0.0003908,3.949,7.467,82.02
1513,0.0001142,0.0004038,4.278,7.82,73.54
1514,0.0001194,0.0004011,4.183,8.292,77.78
1515,0.0001154,0.0003979,3.924,6.334,46.67
1516,0.0001135,0.0004003,4.218,7.668,80.61
1517,0.0001167,0.0004006,4.366,8.592,82.02
1518,0.0001128,0.0003974,3.836,6.475,73.54
1519,0.0001151,0.0004021,4.593,8.865,73.54
1520,0.0001156,0.0003992,4.465,8.614,74.95
1521,0.0001161,0.000399,3.663,5.76,62.23
1522,0.0001142,0.0003975,4.554,8.534,67.88
1523,0.0001165,0.0003982,4.854,9.701,80.61
1524,0.0001134,0.0003981,4.504,9.408,77.78
1525,0.0001135,0.0003998,4.359,9.127,84.85
1526,0.0001162,0.0003969,4.19,8.439,83.44
1527,0.000115,0.0004021,4.356,8.361,84.85
1528,0.0001151,0.0004017,4.483,8.773,74.95
1529,0.0001133,0.0004067,4.745,8.721,83.44
1530,0.0001107,0.0003979,4.653,9.894,80.61
1531,0.0001182,0.0003967,4.706,9.441,83.44
1532,0.0001148,0.0003999,4.133,8.025,73.54
1533,0.0001169,0.0003928,5.045,10.77,83.44
1534,0.000113,0.0003971,4.667,9.779,83.44
1535,0.0001117,0.000394,4.709,9.518,79.2
1536,0.0001147,0.0003978,4.798,9.803,79.2
1537,0.0001161,0.0003993,4.352,8.5,82.02
1538,0.0001156,0.0004009,4.571,9.437,72.12
1539,0.0001132,0.0004016,4.511,8.563,69.3
1540,0.0001155,0.000402,4.25,8.621,83.44
1541,0.000114,0.0003993,4.635,9.449,74.95
1542,0.0001142,0.0003973,4.179,8.207,76.37
1543,0.0001139,0.0003998,4.395,8.334,77.78
1544,0.0001135,0.000403,4.381,8.243,77.78
1545,0.0001182,0.0003944,4.904,9.845,83.44
1546,0.0001141,0.0003982,3.988,7.722,77.78
1547,0.0001161,0.0003993,4.289,7.54,66.47
1548,0.0001186,0.0003973,4.076,6.622,62.23
1549,0.000115,0.0003955,4.335,7.973,74.95
1550,0.0001121,0.0003942,4.508,9.69,76.37
1551,0.000115,0.0003968,4.377,8.203,83.44
1552,0.0001157,0.0003977,4.564,8.204,77.78
1553,0.0001126,0.0003989,4.009,7.408,82.02
1554,0.0001189,0.0003996,3.677,6.336,76.37
1555,0.0001154,0.000397,4.794,9.414,82.02
1556,0.0001117,0.0003961,4.356,8.146,82.02
1557,0.0001166,0.0003961,4.2,8.039,80.61
1558,0.0001167,0.0004005,4.794,9.37,79.2
1559,0.0001113,0.0003979,4.218,8.321,79.2
1560,0.0001133,0.000396,4.667,9.424,79.2
1561,0.0001171,0.0003992,4.345,8.754,83.44
1562,0.0001154,0.0004002,4.632,9.441,82.02
1563,0.000114,0.0003945,4.628,8.916,80.61
1564,0.0001166,0.0004007,4.391,8.371,83.44
1565,0.0001139,0.0003956,3.557,6.102,80.61
1566,0.0001151,0.0003958,4.678,9.339,84.85
1567,0.0001111,0.0003964,4.366,8.913,82.02
1568,0.0001168,0.0003959,4.034,8.436,84.85
1569,0.0001187,0.0003997,4.533,8.919,84.85
1570,0.0001132,0.0004043,4.564,9.121,76.37
1571,0.0001127,0.0003974,4.274,8.221,74.95
1572,0.0001135,0.0003957,4.122,8.152,76.37
1573,0.0001127,0.0003981,4.041,7.036,70.71
1574,0.0001159,0.0004013,4.239,7.915,79.2
1575,0.0001128,0.0003948,4.876,9.517,74.95
1576,0.0001123,0.0003987,4.197,7.731,83.44
1577,0.0001151,0.0003918,4.589,9.575,83.44
1578,0.0001144,0.0003949,4.373,8.975,83.44
1579,0.0001169,0.0004032,4.232,7.862,73.54
1580,0.0001153,0.000401,4.589,9.036,84.85
1581,0.0001189,0.000399,3.949,7.478,76.37
1582,0.0001181,0.000396,4.158,7.863,82.02
1583,0.0001158,0.0003948,4.628,9.479,84.85
1584,0.0001142,0.000397,4.331,7.858,82.02
1585,0.0001167,0.0003958,3.741,6.012,76.37
1586,0.0001176,0.0004016,4.306,8.245,84.85
1587,0.0001139,0.000396,4.621,9.107,84.85
1588,0.0001139,0.0004075,4.43,8.202,77.78
1589,0.0001139,0.0004,4.582,9.026,80.61
1590,0.0001171,0.0003985,4.377,8.098,82.02
1591,0.0001146,0.0003956,4.755,9.5,82.02
1592,0.0001175,0.000401,4.674,9.332,84.85
1593,0.0001149,0.0003976,3.977,7.545,79.2
1594,0.0001142,0.0004012,4.228,8.349,77.78
